cibil__user,overdue_amount_ongoing,overdue_number_ongoing,funded_amount_ongoing,highest_fundamt_ongoing,total_loans_ongoing,total_emi_ongoing,total_current_due_ongoing,settle_12month
8,65570.0,4.0,45000.0,35000.0,4.0,6275.0,163619.0,1.0
11,36345.0,3.0,337798.0,300000.0,4.0,1397.0,172738.0,2.0
12,15864.0,2.0,845824.0,205000.0,11.0,9369.0,311405.0,1.0
23,381319.0,7.0,9809000.0,2000000.0,23.0,29976.0,5927019.0,1.0
25,0.0,0.0,221359.0,221359.0,1.0,0.0,13080.0,0.0
46,72471.0,3.0,13163958.0,6075389.0,20.0,80612.0,13019817.0,0.0
48,343818.0,12.0,1860526.0,490000.0,19.0,26114.0,1686880.0,2.0
51,39345.0,2.0,91500.0,48000.0,4.0,8588.0,138062.0,1.0
52,28860.0,2.0,1820000.0,1500000.0,8.0,25151.0,1712455.0,0.0
70,20265.0,2.0,2570934.0,668304.0,18.0,51018.0,2112850.0,0.0
71,0.0,0.0,9134000.0,8700000.0,5.0,123923.0,125330.0,0.0
72,0.0,0.0,920000.0,500000.0,4.0,6281.0,552425.0,1.0
84,21990.0,5.0,3091347.0,483515.0,28.0,56433.0,2015129.0,0.0
89,1021456.0,15.0,7186123.0,2938278.0,19.0,15083.0,8056216.0,10.0
90,365694.0,7.0,14421292.0,4000000.0,27.0,217729.0,11685155.0,1.0
93,4049.0,2.0,1060501.0,445000.0,12.0,21259.0,767611.0,0.0
96,0.0,0.0,1407000.0,840000.0,7.0,2453.0,756182.0,0.0
97,0.0,0.0,99590.0,50000.0,4.0,7620.0,77720.0,0.0
99,112217.0,9.0,853806.0,375000.0,11.0,9666.0,863200.0,0.0
103,243860.0,1.0,2402964.0,400000.0,19.0,48622.0,1579356.0,0.0
108,0.0,0.0,6100454.0,817781.0,62.0,140138.0,7570894.0,0.0
109,97754.0,5.0,3165742.0,610000.0,13.0,69963.0,1996081.0,4.0
111,122832.0,8.0,3705743.0,500000.0,26.0,18211.0,2934464.0,0.0
142,128522.0,11.0,1362505.0,350000.0,15.0,30110.0,1191719.0,1.0
145,8240.0,2.0,89241.0,72241.0,3.0,0.0,16017.0,0.0
148,192266.0,3.0,2493000.0,1235000.0,10.0,8051.0,2177880.0,0.0
151,46037.0,5.0,529000.0,363000.0,5.0,0.0,196909.0,1.0
161,63804.0,1.0,737800.0,470000.0,11.0,0.0,512991.0,1.0
162,52794.0,8.0,2164654.0,384769.0,31.0,86851.0,1279588.0,0.0
171,151058.0,5.0,150750.0,50000.0,5.0,10296.0,162768.0,1.0
192,705437.0,4.0,1230792.0,446000.0,17.0,19632.0,1005992.0,2.0
195,0.0,0.0,295000.0,290000.0,1.0,0.0,189000.0,0.0
205,31793.0,2.0,224341.0,100000.0,4.0,5936.0,174201.0,0.0
217,0.0,0.0,10582495.0,3210000.0,17.0,202860.0,9551304.0,1.0
221,1040.0,2.0,1677779.0,800000.0,13.0,36854.0,1173198.0,0.0
225,49632.0,3.0,23282424.0,6557760.0,28.0,169422.0,20534561.0,1.0
232,27859.0,3.0,39550.0,32050.0,5.0,0.0,59854.0,2.0
253,10014.0,1.0,370740.0,170000.0,2.0,0.0,45186.0,1.0
270,10869.0,3.0,1364665.0,370000.0,23.0,12411.0,1507551.0,0.0
272,10760.0,3.0,468134.0,414134.0,5.0,0.0,511401.0,0.0
273,275022.0,12.0,952380.0,377911.0,24.0,35184.0,1061873.0,0.0
282,172737.0,6.0,2286174.0,1200000.0,10.0,56496.0,1062722.0,0.0
283,0.0,0.0,1710300.0,1000000.0,6.0,0.0,1545163.0,0.0
287,7.0,1.0,325000.0,200000.0,5.0,20007.0,299261.0,0.0
292,21610.0,2.0,4540167.0,1004250.0,18.0,34279.0,2584040.0,0.0
301,131667.0,2.0,280400.0,200000.0,3.0,0.0,70417.0,2.0
310,49737.0,5.0,1102468.0,500000.0,9.0,0.0,1082111.0,0.0
311,3635.0,1.0,396018.0,190000.0,8.0,13437.0,292910.0,0.0
332,77187.0,4.0,386250.0,194250.0,4.0,6015.0,141606.0,1.0
338,16680.0,2.0,1641850.0,806000.0,13.0,18499.0,1192821.0,0.0
348,6065.0,2.0,842007.0,417307.0,2.0,0.0,99096.0,1.0
352,11209.0,5.0,76500.0,50000.0,9.0,1521.0,178432.0,0.0
357,0.0,0.0,298595.0,140000.0,8.0,9485.0,232441.0,0.0
364,0.0,0.0,101561.0,60000.0,10.0,21103.0,104791.0,0.0
371,7911.0,2.0,1029150.0,443000.0,7.0,11189.0,742699.0,0.0
384,1517.0,1.0,3099767.0,1651448.0,26.0,32729.0,3185284.0,0.0
396,25365.0,1.0,1230629.0,350000.0,9.0,3615.0,1022767.0,1.0
397,22750.0,3.0,833200.0,104605.0,29.0,21985.0,940500.0,0.0
406,15624.0,2.0,387999.0,300000.0,6.0,10000.0,202390.0,0.0
422,1068.0,1.0,2100670.0,452250.0,20.0,60551.0,1476066.0,0.0
423,291501.0,4.0,659416.0,246000.0,8.0,29895.0,319044.0,1.0
428,1894.0,2.0,320955.0,48000.0,18.0,66548.0,462531.0,0.0
431,1191.0,1.0,2269071.0,872071.0,12.0,29820.0,2052988.0,0.0
432,1014.0,1.0,172819.0,117186.0,3.0,0.0,126135.0,0.0
449,1768.0,1.0,379157.0,179076.0,10.0,13218.0,157728.0,0.0
459,774684.0,4.0,954424.0,465000.0,5.0,25740.0,806597.0,0.0
461,0.0,0.0,430000.0,300000.0,2.0,0.0,193707.0,1.0
463,139257.0,7.0,425160.0,170000.0,9.0,22131.0,235320.0,0.0
474,8352.0,1.0,1903375.0,1000000.0,9.0,51403.0,1596842.0,0.0
480,49460.0,3.0,3740500.0,2400000.0,9.0,25554.0,3117163.0,1.0
484,218666.0,9.0,1782015.0,469761.0,35.0,32388.0,2029817.0,0.0
486,0.0,0.0,1601967.0,332000.0,25.0,27591.0,1423932.0,0.0
489,168356.0,6.0,290760.0,150000.0,9.0,6771.0,201264.0,5.0
510,9469.0,3.0,419900.0,300000.0,8.0,7554.0,89488.0,0.0
514,12385.0,3.0,85000.0,30000.0,4.0,8606.0,101918.0,0.0
515,0.0,0.0,151390.0,102390.0,8.0,5621.0,239084.0,0.0
521,19612.0,1.0,6983228.0,1997914.0,15.0,55642.0,6015430.0,0.0
533,0.0,0.0,439304.0,168000.0,4.0,4537.0,45856.0,1.0
549,20524.0,2.0,683000.0,200000.0,12.0,6344.0,296397.0,0.0
553,0.0,0.0,85000.0,60000.0,2.0,2437.0,40372.0,0.0
555,87387.0,2.0,704084.0,288750.0,9.0,0.0,413129.0,1.0
556,5284.0,1.0,465552.0,218000.0,9.0,11990.0,248792.0,0.0
579,208875.0,11.0,4170724.0,1348798.0,31.0,88460.0,3992407.0,0.0
581,0.0,0.0,2594172.0,1000000.0,10.0,33238.0,2237292.0,0.0
582,33700.0,1.0,30000.0,30000.0,1.0,10000.0,9999.0,0.0
583,1.0,1.0,864895.0,279000.0,17.0,12170.0,970172.0,0.0
592,66465.0,4.0,262300.0,177000.0,5.0,0.0,156030.0,0.0
597,23679.0,6.0,425750.0,241000.0,12.0,2779.0,480915.0,0.0
605,255291.0,9.0,4958535.0,1540000.0,17.0,37688.0,5126495.0,0.0
613,188435.0,6.0,2151641.0,345641.0,19.0,112997.0,997867.0,2.0
623,247080.0,5.0,1237579.0,530000.0,7.0,3723.0,573770.0,3.0
624,98317.0,5.0,700200.0,310000.0,7.0,3812.0,268309.0,1.0
631,0.0,0.0,404139.0,305139.0,4.0,0.0,323083.0,1.0
633,0.0,0.0,839793.0,236000.0,10.0,18925.0,713968.0,0.0
645,275512.0,5.0,507110.0,250000.0,5.0,6214.0,453170.0,3.0
656,53892.0,6.0,230860.0,136000.0,7.0,7270.0,136897.0,5.0
659,71868.0,6.0,1500507.0,370000.0,13.0,20440.0,1026527.0,2.0
662,0.0,0.0,381300.0,200000.0,10.0,4836.0,276674.0,0.0
671,46716.0,3.0,1267832.0,221821.0,24.0,54999.0,774324.0,1.0
672,0.0,0.0,101200.0,71200.0,2.0,0.0,93611.0,0.0
689,226263.0,4.0,484000.0,200000.0,5.0,31505.0,517920.0,3.0
709,672693.0,6.0,4449500.0,4000000.0,9.0,19718.0,2368845.0,0.0
714,106650.0,7.0,616607.0,192000.0,20.0,15990.0,824027.0,2.0
724,0.0,0.0,352000.0,290000.0,4.0,0.0,275254.0,1.0
727,0.0,0.0,1562635.0,432000.0,21.0,47307.0,1231125.0,0.0
734,233277.0,23.0,22150169.0,3391200.0,149.0,77191.0,21880506.0,1.0
746,1929310.0,2.0,6425346.0,3000000.0,7.0,49800.0,5960868.0,0.0
763,5485.0,1.0,1659600.0,957000.0,17.0,21818.0,1396382.0,0.0
764,0.0,0.0,672990.0,400000.0,4.0,14516.0,321000.0,0.0
794,0.0,0.0,195990.0,100000.0,4.0,9810.0,221942.0,0.0
803,0.0,0.0,1338148.0,506158.0,15.0,8794.0,1409516.0,0.0
826,18343.0,3.0,182605.0,156605.0,4.0,0.0,264385.0,0.0
828,0.0,0.0,196000.0,32000.0,4.0,16394.0,88064.0,0.0
840,0.0,0.0,1833430.0,1000000.0,5.0,13947.0,1461011.0,0.0
908,95668.0,9.0,149000.0,50000.0,10.0,41308.0,214983.0,0.0
911,2099.0,1.0,1173931.0,340000.0,17.0,10059.0,1002598.0,0.0
925,88819.0,3.0,648599.0,600000.0,7.0,1890.0,471983.0,1.0
927,19212.0,6.0,139949.0,73911.0,7.0,900.0,104955.0,1.0
929,410830.0,7.0,286195.0,254195.0,7.0,0.0,446328.0,3.0
931,0.0,0.0,675857.0,250000.0,11.0,14768.0,515255.0,0.0
932,8738.0,1.0,691032.0,406532.0,6.0,9148.0,307434.0,1.0
942,64496.0,5.0,972018.0,450518.0,11.0,196876.0,376404.0,1.0
951,0.0,0.0,915665.0,400000.0,10.0,4845.0,763367.0,0.0
952,5672.0,1.0,0.0,0.0,1.0,0.0,56278.0,0.0
963,40705.0,3.0,335000.0,125000.0,9.0,47367.0,295412.0,0.0
964,247991.0,4.0,529633.0,238000.0,4.0,6130.0,426773.0,2.0
965,0.0,0.0,812100.0,278000.0,13.0,21928.0,802274.0,0.0
968,60525.0,5.0,369000.0,200000.0,6.0,16776.0,134905.0,0.0
972,32970.0,2.0,476030.0,250000.0,6.0,87926.0,585374.0,1.0
982,9560.0,2.0,2733994.0,500000.0,26.0,21800.0,2535843.0,0.0
983,167943.0,7.0,2514132.0,1048022.0,10.0,26211.0,2082961.0,2.0
1008,2408.0,1.0,1722834.0,852560.0,9.0,24000.0,1538476.0,0.0
1015,5238.0,1.0,190890.0,96000.0,5.0,9000.0,107862.0,0.0
1016,4016.0,2.0,632310.0,500000.0,11.0,9539.0,666840.0,0.0
1022,0.0,0.0,496250.0,451250.0,12.0,3524.0,586081.0,0.0
1028,203960.0,13.0,3144700.0,945000.0,18.0,14763.0,3262930.0,0.0
1032,33707.0,3.0,578390.0,214000.0,7.0,5997.0,479317.0,1.0
1033,490358.0,7.0,2096769.0,1320000.0,8.0,45243.0,1162536.0,0.0
1039,58750.0,1.0,4611081.0,2500000.0,7.0,0.0,4033185.0,0.0
1040,17033.0,1.0,193034.0,60000.0,3.0,6898.0,88795.0,1.0
1041,0.0,0.0,241000.0,91000.0,6.0,23664.0,166796.0,0.0
1042,38407.0,2.0,63000.0,20000.0,4.0,3000.0,81814.0,2.0
1044,163310.0,9.0,1238944.0,1000000.0,9.0,18369.0,1397677.0,2.0
1047,9500.0,1.0,53500.0,33500.0,3.0,10000.0,28751.0,1.0
1062,30164.0,4.0,1034747.0,250000.0,13.0,22004.0,699817.0,0.0
1065,2813.0,1.0,1153861.0,607621.0,19.0,47705.0,956302.0,2.0
1069,9131748.0,3.0,2760600.0,2500000.0,10.0,28353.0,11071815.0,5.0
1073,28026.0,3.0,4129055.0,685000.0,20.0,58819.0,3025766.0,0.0
1086,156042.0,6.0,839000.0,300000.0,7.0,20755.0,816465.0,2.0
1092,837618.0,13.0,11534573.0,5800000.0,23.0,88119.0,5280144.0,3.0
1098,11492.0,3.0,1284500.0,700000.0,7.0,21376.0,960129.0,1.0
1100,0.0,0.0,80599.0,50000.0,5.0,1674.0,102036.0,0.0
1105,6450.0,1.0,1174250.0,600000.0,28.0,26235.0,1152592.0,0.0
1112,28554.0,3.0,4901005.0,3577000.0,15.0,55588.0,4507251.0,0.0
1122,0.0,0.0,2030020.0,1250000.0,11.0,3697.0,1773572.0,0.0
1128,0.0,0.0,91268.0,75868.0,3.0,0.0,95898.0,0.0
1141,2890.0,1.0,645903.0,381000.0,14.0,22790.0,839839.0,1.0
1147,6.0,2.0,1252000.0,600000.0,7.0,8207.0,926961.0,0.0
1151,0.0,0.0,542270.0,156506.0,18.0,12764.0,765401.0,0.0
1161,310153.0,5.0,297990.0,238000.0,6.0,0.0,328008.0,2.0
1185,9098.0,1.0,954180.0,463000.0,22.0,41341.0,1601368.0,0.0
1187,214392.0,3.0,553199.0,450000.0,5.0,906.0,543900.0,2.0
1188,32700.0,1.0,105380.0,32000.0,4.0,3280.0,77303.0,1.0
1191,0.0,0.0,1415695.0,579000.0,8.0,0.0,1297586.0,0.0
1202,3809.0,1.0,3153040.0,2500000.0,13.0,140285.0,2903450.0,0.0
1212,2769.0,2.0,374921.0,65000.0,19.0,37930.0,341585.0,0.0
1222,52427.0,4.0,343770.0,110000.0,9.0,50203.0,201453.0,0.0
1237,746182.0,6.0,36670198.0,9534474.0,33.0,199694.0,36341418.0,0.0
1241,37001.0,2.0,1253461.0,420000.0,10.0,237614.0,1021424.0,1.0
1248,4370.0,1.0,192000.0,182000.0,2.0,32562.0,252480.0,0.0
1265,265999.0,3.0,229900.0,200000.0,3.0,0.0,321603.0,0.0
1269,40585.0,5.0,268730.0,200000.0,6.0,3155.0,218612.0,3.0
1289,0.0,0.0,13800.0,13800.0,2.0,0.0,67379.0,0.0
1291,0.0,0.0,480254.0,141000.0,9.0,46984.0,411724.0,0.0
1297,0.0,0.0,165386.0,60000.0,9.0,4631.0,73826.0,0.0
1301,77941.0,2.0,563000.0,117000.0,10.0,491305.0,570135.0,0.0
1305,39627.0,4.0,292375.0,123900.0,10.0,1899.0,334867.0,0.0
1306,0.0,0.0,1563389.0,826000.0,16.0,0.0,1425826.0,0.0
1308,14180.0,1.0,182001.0,73001.0,5.0,0.0,65421.0,0.0
1311,36150.0,1.0,428823.0,293823.0,3.0,3404.0,163450.0,1.0
1332,67713.0,3.0,1403401.0,616000.0,6.0,17774.0,1027694.0,0.0
1334,16466.0,2.0,1387509.0,640000.0,16.0,31243.0,957623.0,0.0
1336,668437.0,12.0,1336991.0,350000.0,17.0,43573.0,698449.0,3.0
1338,4752.0,2.0,2426007.0,825000.0,22.0,38071.0,2525867.0,0.0
1345,28262.0,3.0,1182299.0,300000.0,16.0,5491.0,1030450.0,0.0
1348,121318.0,5.0,815074.0,509000.0,5.0,11621.0,246268.0,0.0
1349,4616.0,1.0,285905.0,200000.0,3.0,18087.0,144014.0,0.0
1353,0.0,0.0,725991.0,244000.0,7.0,21989.0,685617.0,0.0
1355,1775.0,1.0,173270.0,166700.0,3.0,829.0,201200.0,0.0
1360,49700.0,3.0,178899.0,80000.0,3.0,1508.0,153705.0,1.0
1369,0.0,0.0,89000.0,31100.0,6.0,0.0,123868.0,0.0
1372,236371.0,5.0,272250.0,200000.0,5.0,0.0,264782.0,3.0
1376,35428.0,3.0,345538.0,262500.0,5.0,3834.0,124128.0,1.0
1382,25974.0,3.0,84700.0,63700.0,4.0,0.0,167061.0,0.0
1402,13512.0,3.0,2306058.0,800000.0,26.0,30717.0,1784830.0,0.0
1421,49072.0,2.0,3787239.0,2982945.0,4.0,38545.0,3054215.0,0.0
1435,91124.0,8.0,642939.0,360640.0,10.0,417.0,404754.0,0.0
1439,139154.0,5.0,267551.0,107551.0,6.0,3833.0,289308.0,0.0
1458,0.0,0.0,2128900.0,828000.0,7.0,27826.0,1931083.0,0.0
1461,8766.0,1.0,910742.0,400000.0,15.0,18940.0,721966.0,0.0
1469,3734.0,2.0,33099.0,15000.0,4.0,7833.0,61990.0,0.0
1476,0.0,0.0,871300.0,255000.0,13.0,4738.0,861264.0,0.0
1488,118286.0,6.0,1480325.0,1200000.0,16.0,44119.0,1429400.0,1.0
1494,27103.0,4.0,517500.0,300000.0,6.0,8675.0,241726.0,1.0
1508,0.0,0.0,846115.0,125000.0,26.0,3089.0,912288.0,1.0
1521,626338.0,9.0,1285474.0,990000.0,10.0,24374.0,1214879.0,5.0
1532,0.0,0.0,394268.0,130000.0,11.0,10474.0,256864.0,0.0
1560,1497.0,1.0,570269.0,178669.0,10.0,15796.0,506819.0,0.0
1567,71890.0,3.0,413025.0,150000.0,6.0,0.0,318915.0,0.0
1577,131948.0,3.0,9791095.0,4455548.0,18.0,130925.0,8905133.0,1.0
1579,98141.0,9.0,131500.0,47000.0,10.0,0.0,97555.0,2.0
1581,0.0,0.0,728108.0,617108.0,6.0,2805.0,522381.0,0.0
1598,340961.0,2.0,300750.0,300000.0,3.0,7294.0,341336.0,0.0
1601,5923.0,1.0,6282682.0,4827863.0,8.0,8464.0,6304417.0,0.0
1604,118643.0,4.0,10814208.0,3104016.0,50.0,229756.0,8943039.0,0.0
1620,158515.0,4.0,749742.0,290169.0,21.0,17594.0,1095974.0,1.0
1627,101983.0,2.0,507080.0,100000.0,8.0,19340.0,662055.0,1.0
1633,8506.0,3.0,391999.0,300000.0,11.0,3834.0,712947.0,1.0
1640,69380.0,4.0,1440621.0,1368000.0,4.0,2449.0,1420456.0,0.0
1641,960.0,1.0,415403.0,208403.0,6.0,0.0,406143.0,0.0
1657,43987.0,2.0,4579172.0,2901172.0,10.0,5223.0,4372727.0,2.0
1671,21507.0,2.0,144000.0,90000.0,4.0,6270.0,52013.0,0.0
1680,46133.0,3.0,335150.0,56250.0,6.0,29500.0,74103.0,1.0
1684,28545.0,5.0,396716.0,200000.0,11.0,31541.0,322772.0,0.0
1686,20000.0,1.0,40000.0,40000.0,1.0,10000.0,20000.0,0.0
1703,0.0,0.0,68743.0,28163.0,6.0,4796.0,48015.0,0.0
1705,3097.0,1.0,4034244.0,1649644.0,10.0,60760.0,3372222.0,0.0
1708,47638.0,3.0,290000.0,100000.0,4.0,13040.0,144266.0,0.0
1717,0.0,0.0,331820.0,71000.0,6.0,11982.0,212990.0,0.0
1719,0.0,0.0,392000.0,216000.0,17.0,4513.0,189070.0,0.0
1721,100874.0,3.0,481080.0,400000.0,6.0,18212.0,476182.0,0.0
1737,138104.0,4.0,465000.0,216000.0,6.0,11667.0,182148.0,2.0
1739,70780.0,3.0,63500.0,62500.0,3.0,0.0,67409.0,1.0
1745,112107.0,4.0,1977521.0,588000.0,11.0,8105.0,1514425.0,2.0
1750,0.0,0.0,85000.0,60000.0,4.0,0.0,118614.0,0.0
1780,0.0,0.0,274750.0,100000.0,9.0,10702.0,163737.0,1.0
1786,42396.0,1.0,39000.0,28000.0,1.0,0.0,42387.0,0.0
1798,74526.0,2.0,637924.0,156399.0,18.0,8946.0,793019.0,2.0
1801,134463.0,5.0,68065.0,43807.0,6.0,0.0,264823.0,4.0
1803,0.0,0.0,60000.0,60000.0,1.0,0.0,56881.0,0.0
1804,274788.0,7.0,807062.0,281062.0,8.0,41381.0,326542.0,3.0
1811,0.0,0.0,780499.0,270000.0,14.0,32290.0,746873.0,0.0
1815,0.0,0.0,58825.0,28000.0,2.0,0.0,46839.0,0.0
1825,10207.0,2.0,140666.0,60000.0,4.0,2041.0,122337.0,0.0
1826,10110.0,1.0,695785.0,225000.0,21.0,12698.0,638762.0,0.0
1838,11544.0,1.0,510622.0,120000.0,15.0,17245.0,346027.0,0.0
1840,1521.0,2.0,16500.0,16500.0,5.0,0.0,88851.0,0.0
1848,2471.0,2.0,7949000.0,3330000.0,10.0,7350.0,7197793.0,0.0
1856,3050.0,2.0,217997.0,60000.0,8.0,28646.0,71469.0,0.0
1862,0.0,0.0,10200.0,10200.0,1.0,0.0,9239.0,0.0
1864,93508.0,5.0,3710892.0,1211000.0,17.0,29386.0,3228327.0,0.0
1867,0.0,0.0,2443704.0,1500000.0,13.0,76732.0,2097711.0,0.0
1876,0.0,0.0,90000.0,90000.0,1.0,0.0,86250.0,0.0
1877,0.0,0.0,177390.0,75000.0,6.0,7216.0,136988.0,0.0
1882,65614.0,9.0,1257542.0,284250.0,19.0,44508.0,1126009.0,0.0
1891,48639.0,11.0,870864.0,296000.0,24.0,4598.0,1169847.0,0.0
1893,33082.0,2.0,707159.0,325159.0,10.0,6816.0,573009.0,0.0
1896,63474.0,4.0,135500.0,45000.0,4.0,2437.0,59481.0,1.0
1909,114119.0,5.0,1774415.0,700000.0,17.0,57975.0,1344933.0,2.0
1917,64400.0,1.0,943000.0,500000.0,3.0,88262.0,159467.0,0.0
1928,63172.0,4.0,499000.0,260000.0,6.0,29000.0,280672.0,1.0
1931,14311.0,2.0,687000.0,371000.0,6.0,0.0,616654.0,0.0
1976,147442.0,9.0,904000.0,520000.0,9.0,3378.0,708844.0,3.0
2018,17927.0,1.0,915999.0,760999.0,5.0,26852.0,829627.0,1.0
2023,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2027,35923.0,2.0,0.0,0.0,1.0,0.0,72964.0,1.0
2039,0.0,0.0,1434366.0,800000.0,6.0,19324.0,440004.0,1.0
2061,76470.0,3.0,49990.0,30000.0,3.0,2856.0,89075.0,2.0
2063,144291.0,4.0,646970.0,300000.0,6.0,7194.0,523475.0,3.0
2073,92880.0,7.0,1072995.0,377000.0,12.0,2075.0,1074471.0,0.0
2078,16183.0,1.0,0.0,0.0,1.0,0.0,21999.0,1.0
2083,38992.0,5.0,117061.0,69756.0,5.0,11317.0,46614.0,1.0
2093,17369.0,2.0,560000.0,350000.0,4.0,21301.0,453775.0,0.0
2097,25490.0,1.0,6731586.0,2863416.0,7.0,0.0,6383415.0,0.0
2108,37028.0,3.0,62000.0,50000.0,3.0,5000.0,37000.0,0.0
2117,8621.0,1.0,480524.0,393524.0,6.0,0.0,455935.0,0.0
2122,0.0,0.0,170500.0,50000.0,8.0,10723.0,207578.0,0.0
2133,70315.0,4.0,449976.0,105000.0,6.0,21831.0,169781.0,2.0
2143,0.0,0.0,942870.0,300000.0,13.0,20911.0,728181.0,1.0
2145,0.0,0.0,8041698.0,6000000.0,11.0,75562.0,1857718.0,1.0
2149,259596.0,9.0,741164.0,300000.0,10.0,23778.0,679662.0,2.0
2150,313114.0,5.0,2702495.0,536800.0,18.0,29135.0,2505444.0,0.0
2155,65408.0,6.0,149675.0,35300.0,6.0,17463.0,138812.0,2.0
2158,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2170,0.0,0.0,1896467.0,246000.0,28.0,16578.0,1428562.0,2.0
2179,0.0,0.0,3655319.0,1800000.0,16.0,72476.0,3062923.0,0.0
2185,188881.0,3.0,737942.0,400000.0,4.0,11228.0,401708.0,0.0
2196,10452.0,1.0,81500.0,50000.0,3.0,21893.0,38389.0,0.0
2197,66849.0,8.0,3083794.0,477327.0,38.0,38156.0,1858191.0,0.0
2207,24229.0,2.0,617237.0,250000.0,8.0,9677.0,521203.0,0.0
2226,884.0,1.0,236954.0,65000.0,17.0,20336.0,220071.0,0.0
2232,32893.0,2.0,57800.0,27000.0,3.0,2108.0,59941.0,1.0
2240,144301.0,6.0,2265224.0,1538467.0,11.0,28469.0,1995720.0,0.0
2248,0.0,0.0,537861.0,515861.0,4.0,4030.0,520950.0,0.0
2249,23938.0,3.0,127120.0,42500.0,8.0,7075.0,153984.0,0.0
2254,0.0,0.0,818624.0,403000.0,10.0,6124.0,918771.0,0.0
2262,0.0,0.0,50600.0,25000.0,6.0,6796.0,102943.0,0.0
2265,218164.0,2.0,890105.0,470000.0,8.0,16853.0,419353.0,0.0
2267,17605.0,4.0,1387412.0,450000.0,11.0,25543.0,1098220.0,0.0
2293,114725.0,5.0,542593.0,50000.0,27.0,59653.0,350697.0,0.0
2295,62925.0,5.0,621000.0,575000.0,7.0,3826.0,465484.0,4.0
2306,96398.0,1.0,50000.0,50000.0,1.0,0.0,96398.0,1.0
2326,16233.0,1.0,239210.0,89000.0,10.0,14798.0,454330.0,1.0
2338,3332.0,1.0,8517715.0,3200000.0,20.0,112685.0,7741585.0,3.0
2348,13061.0,3.0,370145.0,207447.0,4.0,60414.0,149377.0,0.0
2353,0.0,0.0,750668.0,350000.0,11.0,20752.0,619703.0,0.0
2356,120643.0,7.0,1876775.0,522599.0,22.0,28746.0,2061117.0,0.0
2358,0.0,0.0,120000.0,100000.0,0.0,0.0,0.0,0.0
2360,101.0,1.0,199500.0,106000.0,6.0,0.0,145632.0,0.0
2361,0.0,0.0,1473214.0,700920.0,9.0,26561.0,1941245.0,0.0
2373,163906.0,6.0,256683.0,150000.0,9.0,0.0,338052.0,4.0
2374,0.0,0.0,8914600.0,2000000.0,11.0,3413.0,8144117.0,0.0
2396,103044.0,1.0,973813.0,205000.0,17.0,14380.0,376672.0,1.0
2411,0.0,0.0,656394.0,206000.0,4.0,7999.0,81353.0,0.0
2416,0.0,0.0,51000.0,51000.0,0.0,0.0,0.0,0.0
2431,15108.0,2.0,761125.0,350000.0,8.0,33108.0,181828.0,2.0
2441,0.0,0.0,2082800.0,1191000.0,6.0,8399.0,1160600.0,0.0
2444,0.0,0.0,1179500.0,375000.0,21.0,45683.0,1277577.0,0.0
2445,0.0,0.0,839500.0,350000.0,8.0,15804.0,694224.0,0.0
2450,1863.0,1.0,1548220.0,299000.0,21.0,52559.0,1394161.0,0.0
2458,33340.0,5.0,2019250.0,1767625.0,10.0,27881.0,1944685.0,0.0
2464,77613.0,6.0,2691358.0,1340000.0,19.0,33266.0,3245783.0,0.0
2467,3853.0,2.0,564206.0,125000.0,16.0,15830.0,450243.0,0.0
2472,93875.0,3.0,1332841.0,239927.0,23.0,20695.0,1566607.0,4.0
2473,10739.0,3.0,102780.0,29600.0,4.0,9630.0,25156.0,0.0
2497,96481.0,5.0,5623455.0,728000.0,31.0,96320.0,3592689.0,0.0
2501,5259.0,2.0,813451.0,300000.0,12.0,17629.0,565709.0,0.0
2505,155699.0,6.0,140000.0,100000.0,7.0,2091.0,316065.0,2.0
2545,5784.0,1.0,673711.0,496561.0,6.0,0.0,565997.0,0.0
2555,203463.0,11.0,750597.0,198171.0,19.0,66125.0,717205.0,5.0
2572,24516.0,1.0,21500.0,21500.0,1.0,2043.0,21500.0,1.0
2591,116056.0,11.0,303783.0,64102.0,18.0,44898.0,214428.0,1.0
2618,0.0,0.0,88000.0,60000.0,1.0,2345.0,21083.0,2.0
2638,11480.0,1.0,1586007.0,720115.0,11.0,36684.0,1724310.0,1.0
2643,499935.0,3.0,524883.0,500000.0,3.0,13667.0,357156.0,2.0
2652,0.0,0.0,229000.0,111000.0,4.0,10718.0,358733.0,0.0
2653,26211.0,4.0,643000.0,500000.0,6.0,0.0,593849.0,2.0
2661,0.0,0.0,329690.0,100000.0,26.0,22056.0,236001.0,0.0
2663,452576.0,8.0,2908200.0,693000.0,15.0,34360.0,1043878.0,2.0
2686,4644.0,2.0,133278.0,36990.0,7.0,32698.0,110330.0,0.0
2705,387471.0,3.0,1863161.0,1568111.0,3.0,0.0,1546610.0,0.0
2734,120763.0,9.0,3718695.0,2500000.0,16.0,42978.0,2446959.0,1.0
2742,403015.0,10.0,2971264.0,1490000.0,13.0,30439.0,2706637.0,2.0
2745,0.0,0.0,352900.0,150000.0,6.0,1064.0,217601.0,0.0
2762,183264.0,8.0,322896.0,125000.0,10.0,0.0,249343.0,2.0
2765,10873.0,4.0,570300.0,331100.0,7.0,7917.0,304425.0,3.0
2780,35097.0,4.0,3476449.0,1798000.0,28.0,44511.0,3131912.0,0.0
